2985.22955357 -297.328963446 3000.0 50.1662098271
21.7932184555 -2999.92084156 -3000.0 133.524952248
-985.97287531 1528.06990111 -1818.55440763 11.5685964915
-2132.50258584 2110.07884245 -3000.0 5.50307249539
2545.37155602 -1587.79206504 -3000.0 46.5661569047
2188.85199501 -2051.56694844 -3000.0 8.67174384272
1131.92173276 2720.934943 2946.98723668 1.1765693797
-1722.00422718 -2456.56293255 -3000.0 19.80896812
-2601.43299879 1189.40055789 2860.44180753 -66.40227909
-1168.1029064 2763.2472926 -3000.0 5.11233392838
467.488736538 -2963.35186591 -3000.0 171.373266857
1940.19459459 1159.53963129 -2260.28476556 -2.60290959588
-2896.31861356 781.881377687 -3000.0 6.01951358564
2398.62582127 -37.6670107019 -2398.92155648 9.40907567216
2629.6601614 1443.9139294 3000.0 6.78532779085
1321.1185656 -110.451750094 1325.72766942 6.19977456456
-2840.43181436 -965.374076718 3000.0 -40.5130836233
335.4726853 2981.18400596 -3000.0 4.60033037673
-636.580716665 -2691.18572048 -2765.45034143 -30.0774037632
2591.29619102 1157.24353038 -2837.9620396 3.56160609985
-1501.89960388 -2596.97854821 -3000.0 19.8960221604
-2643.08842713 -1419.18411997 3000.0 16.2007255858
-2589.14822936 1515.35852075 3000.0 -22.5206690054
1469.18912083 2615.62293292 -3000.0 4.20060926824
9.05720758875 -1036.20866847 -1036.24825096 1.57953682204
1069.19602921 -2209.50618322 2454.60744776 5.16307969343
-2997.58300115 120.399963633 -3000.0 18.8094118188
608.068532412 2937.72916721 3000.0 13.933063277
694.627505121 626.344295389 -935.315212769 3.8753451355
144.044178097 244.198357907 283.516425006 -93.2099175897
1572.12237641 -2555.07949653 -3000.0 14.6887554271
-1834.06502692 981.723934754 -2080.28277093 5.791719735
-2471.22212676 -182.412305723 -2477.9453281 -18.7758749337
-392.305118557 2974.23884279 -3000.0 11.1267182558
-2982.87880321 -320.053191471 3000.0 -3.03470484038
2147.55211678 2094.76010696 3000.0 7.05613995341
-1234.38362308 -353.873217577 -1284.10637528 0.279192351475
-445.292955764 -202.371698471 489.121785239 3.56815651043
239.055834015 -1410.81302283 1430.92315557 4.88024010523
438.111231247 1933.29315148 -1982.31275547 4.48953887261
-808.957713745 909.948981333 1217.54660332 2.29750875539
-881.757893112 2867.49071802 3000.0 1.8691210061
2709.66708417 -1287.51865732 -3000.0 2.6980158132
1254.67278234 -1568.29589203 2008.42121969 5.38714394603
703.90817929 349.974152673 786.109809385 0.461394856344
1811.95074863 -2390.99027278 3000.0 11.6440642288
-1664.51892258 2495.8719431 -3000.0 5.30055918489
44.3653752295 -2291.39932237 2291.82877656 4.73174825671
70.8719702982 -40.0942009798 81.4271522661 5.76834770845
-1419.19059424 2643.08495081 3000.0 -29.3523654418
-681.583186718 39.1869835153 682.708766674 9.36734712721
-1050.43966267 -1078.19236687 1505.29806513 3.94002789031
2977.56515351 366.204528412 -3000.0 -21.8687751991
1432.02300925 -1905.40921313 2383.54235719 5.35688561582
1319.92462278 -656.044424882 -1473.97262432 15.2466930895
-1323.42133568 -1705.35296355 -2158.62751813 0.910837124167
2905.791314 -745.906723059 3000.0 -0.251271338196
572.082123519 -1003.76748434 1155.34718534 5.23040837372
-622.348206084 -1881.78260978 -1982.02499482 -17.5981587326
470.111035817 1251.13207315 1336.53875756 1.21136957365
-1502.59119916 -1297.07043659 -1984.9866572 0.712120460138
-2287.52557849 -1940.93449858 -3000.0 6.98680003158
2460.10298724 -792.546726605 -2584.61544948 2.82993159696
669.441087346 -2090.17875465 2194.76618249 23.8719012252
